waypoint1	waypoint2	distance_m	duration_s
cornella centre metro, barcelona	sant andreu metro, barcelona	17249	4736
cornella centre metro, barcelona	sant antoni metro, barcelona	10222	3120
cornella centre metro, barcelona	sant boi metro, barcelona	4573	1628
cornella centre metro, barcelona	sant gervasi metro, barcelona	13793	4568
cornella centre metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	1579	1291
cornella centre metro, barcelona	sant josep metro, barcelona	5457	1591
cornella centre metro, barcelona	sant marti metro, barcelona	19716	5852
cornella centre metro, barcelona	sant roc metro, barcelona	21078	5917
cornella centre metro, barcelona	santa coloma metro, barcelona	20846	5709
cornella centre metro, barcelona	santa eulalia metro, barcelona	7311	2192
cornella centre metro, barcelona	santa rosa metro, barcelona	21825	6197
cornella centre metro, barcelona	sants estacio metro, barcelona	8457	2652
cornella centre metro, barcelona	sarria metro, barcelona	15837	4284
cornella centre metro, barcelona	selva de mar metro, barcelona	17314	4694
cornella centre metro, barcelona	singuerlin metro, barcelona	26512	7451
cornella centre metro, barcelona	tarragona metro, barcelona	8578	2552
cornella centre metro, barcelona	tetuan metro, barcelona	12583	3907
cornella centre metro, barcelona	torras i bages metro, barcelona	18987	5308
cornella centre metro, barcelona	torrassa metro, barcelona	6538	2096
cornella centre metro, barcelona	torre baro metro, barcelona	24063	6520
cornella centre metro, barcelona	trinitat nova metro, barcelona	19888	6453
cornella centre metro, barcelona	trinitat vella metro, barcelona	19925	5699
cornella centre metro, barcelona	universitat metro, barcelona	10377	2951
cornella centre metro, barcelona	urgell metro, barcelona	9646	2705
cornella centre metro, barcelona	urquinaona metro, barcelona	11563	3904
cornella centre metro, barcelona	valldaura metro, barcelona	19306	6173
cornella centre metro, barcelona	vall d'hebron metro, barcelona	17038	5668
cornella centre metro, barcelona	verdaguer metro, barcelona	13466	4315
cornella centre metro, barcelona	verneda metro, barcelona	19439	5549
cornella centre metro, barcelona	via julia metro, barcelona	19172	6057
cornella centre metro, barcelona	vilapicina metro, barcelona	18172	5975
cornella centre metro, barcelona	virrei amat metro, barcelona	17584	5484
cornella centre metro, barcelona	zona universitaria metro, barcelona	6268	2474
cornella riera metro, barcelona	Diagonal, Barcelona, Spain	11811	3972
cornella riera metro, barcelona	Drassanes metro, barcelona	11786	3614
cornella riera metro, barcelona	el carmel metro, barcelona	21634	5901
cornella riera metro, barcelona	el coll metro, barcelona	17572	5204
cornella riera metro, barcelona	el maresme metro, barcelona	17636	4822
cornella riera metro, barcelona	el prat estacio metro, barcelona	10197	3038
cornella riera metro, barcelona	el putxet metro, barcelona	14927	4653
cornella riera metro, barcelona	encants metro, barcelona	14184	4174
cornella riera metro, barcelona	entenca metro, barcelona	9983	4098
cornella riera metro, barcelona	ernest lluch metro, barcelona	5796	1732
cornella riera metro, barcelona	esglesia major metro, barcelona	21576	6188
cornella riera metro, barcelona	espanya metro, barcelona	8424	2350
cornella riera metro, barcelona	europa metro, barcelona	8273	2113
cornella riera metro, barcelona	Fabra metro, barcelona	17202	5273
cornella riera metro, barcelona	Fira metro, barcelona	8948	2601
cornella riera metro, barcelona	Florida metro, barcelona	5147	1769
cornella riera metro, barcelona	Fondo metro, barcelona	21643	5808
cornella riera metro, barcelona	Fontana metro, barcelona	13863	4565
cornella riera metro, barcelona	Gavarra metro, barcelona	1881	1147
cornella riera metro, barcelona	girona metro, barcelona	12476	3926
cornella riera metro, barcelona	glories metro, barcelona	14781	4255
cornella riera metro, barcelona	gorg metro, barcelona	6859	2368
cornella riera metro, barcelona	gornal metro, barcelona	8325	2337
cornella riera metro, barcelona	gracia metro, barcelona	13316	4280
cornella riera metro, barcelona	guinardo metro, barcelona	15569	5091
cornella riera metro, barcelona	horta metro, barcelona	18665	5608
cornella riera metro, barcelona	hospital de bellvitge metro, barcelona	5850	1626
cornella riera metro, barcelona	dos de maig metro, barcelona	14666	4526
cornella riera metro, barcelona	hospital clinic metro, barcelona	11966	3903
cornella riera metro, barcelona	hostafrancs metro, barcelona	8431	2528
cornella riera metro, barcelona	ildefons cerda metro, barcelona	6706	2107
cornella riera metro, barcelona	Jaume I metro, barcelona	11757	3843
cornella riera metro, barcelona	Joanic metro, barcelona	13869	4260
cornella riera metro, barcelona	Bonanova metro, barcelona	13606	4133
cornella riera metro, barcelona	La pau metro, barcelona	18888	5430
cornella riera metro, barcelona	Sagrera metro, barcelona	15941	4871
cornella riera metro, barcelona	La salut metro, barcelona	21423	5887
cornella riera metro, barcelona	Les Corts metro, barcelona	8044	3192
cornella riera metro, barcelona	Les moreres metro, barcelona	10638	2930
cornella riera metro, barcelona	Les tres torres metro, barcelona	13929	4241
cornella riera metro, barcelona	Lesseps metro, barcelona	13868	4909
cornella riera metro, barcelona	Liceu metro, barcelona	11135	3408
cornella riera metro, barcelona	Llacuna metro, barcelona	15196	4530
cornella riera metro, barcelona	llefia metro, barcelona	19786	6145
cornella riera metro, barcelona	llucmajor metro, barcelona	18168	5607
cornella riera metro, barcelona	Magoria metro, barcelona	7224	1932
cornella riera metro, barcelona	Maragall metro, barcelona	16504	5016
cornella riera metro, barcelona	Maria Cristina metro, barcelona	7947	3084
cornella riera metro, barcelona	Marina metro, barcelona	14040	4366
cornella riera metro, barcelona	Mas blau metro, barcelona	13861	4229
cornella riera metro, barcelona	Mercabarna metro, barcelona	8828	3404
cornella riera metro, barcelona	Mercat Nou metro, barcelona	6865	2158
cornella riera metro, barcelona	Moli Nou metro, barcelona	9224	2957
cornella riera metro, barcelona	Montbau metro, barcelona	17788	5672
cornella riera metro, barcelona	Monumental metro, barcelona	13152	3865
cornella riera metro, barcelona	Mundet metro, barcelona	18327	5774
cornella riera metro, barcelona	Muntaner metro, barcelona	12989	4034
cornella riera metro, barcelona	Navas metro, barcelona	15395	4788
cornella riera metro, barcelona	Onza de Setembre metro, barcelona	17320	4999
cornella riera metro, barcelona	Palau Reial metro, barcelona	7320	2972
cornella riera metro, barcelona	Padua metro, barcelona	14278	4556
cornella riera metro, barcelona	Parallel metro, barcelona	13678	4101
cornella riera metro, barcelona	Parc logistic metro, barcelona	9198	3530
cornella riera metro, barcelona	Parc nou metro, barcelona	12582	3437
cornella riera metro, barcelona	passeig de gracia metro, barcelona	11307	3343
cornella riera metro, barcelona	penitents metro, barcelona	16532	5517
cornella riera metro, barcelona	pep ventura metro, barcelona	21975	5676
cornella riera metro, barcelona	placa molina metro, barcelona	13829	4438
cornella riera metro, barcelona	placa de sants metro, barcelona	8955	3089
cornella riera metro, barcelona	placa del centre metro, barcelona	7926	2930
cornella riera metro, barcelona	poblenou metro, barcelona	15976	4703
cornella riera metro, barcelona	poble sec metro, barcelona	9628	2974
cornella riera metro, barcelona	provenca metro, barcelona	11314	3823
cornella riera metro, barcelona	pubilla cases metro, barcelona	5645	1804
cornella riera metro, barcelona	rambla just oliveres metro, barcelona	4169	1291
cornella riera metro, barcelona	reina elisenda metro, barcelona	16594	4268
cornella riera metro, barcelona	rocafort metro, barcelona	9007	2530
cornella riera metro, barcelona	roquetes metro, barcelona	19806	6435
cornella riera metro, barcelona	sagrada familia metro, barcelona	13809	4150
cornella riera metro, barcelona	sant andreu metro, barcelona	17202	5273
cornella riera metro, barcelona	sant antoni metro, barcelona	10096	3121
cornella riera metro, barcelona	sant boi metro, barcelona	5048	2012
cornella riera metro, barcelona	sant gervasi metro, barcelona	13840	4445
cornella riera metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	6274	2064
cornella riera metro, barcelona	sant josep metro, barcelona	4525	1191
cornella riera metro, barcelona	sant marti metro, barcelona	19590	5729
cornella riera metro, barcelona	sant roc metro, barcelona	20934	5794
cornella riera metro, barcelona	santa coloma metro, barcelona	20702	5586
cornella riera metro, barcelona	santa eulalia metro, barcelona	6380	1792
cornella riera metro, barcelona	santa rosa metro, barcelona	21681	6074
cornella riera metro, barcelona	sants estacio metro, barcelona	9275	3037
cornella riera metro, barcelona	sarria metro, barcelona	15711	4161
cornella riera metro, barcelona	selva de mar metro, barcelona	16819	4571
cornella riera metro, barcelona	singuerlin metro, barcelona	28575	7066
cornella riera metro, barcelona	tarragona metro, barcelona	8836	2695
cornella riera metro, barcelona	tetuan metro, barcelona	12439	3784
cornella riera metro, barcelona	torras i bages metro, barcelona	18843	5185
cornella riera metro, barcelona	torrassa metro, barcelona	5607	1696
cornella riera metro, barcelona	torre baro metro, barcelona	23444	6397
cornella riera metro, barcelona	trinitat nova metro, barcelona	19763	6330
cornella riera metro, barcelona	trinitat vella metro, barcelona	19781	5576
cornella riera metro, barcelona	universitat metro, barcelona	10251	2949
cornella riera metro, barcelona	urgell metro, barcelona	9520	2706
cornella riera metro, barcelona	urquinaona metro, barcelona	11437	3781
cornella riera metro, barcelona	valldaura metro, barcelona	19353	6050
cornella riera metro, barcelona	vall d'hebron metro, barcelona	17085	5545
cornella riera metro, barcelona	verdaguer metro, barcelona	13340	4192
cornella riera metro, barcelona	verneda metro, barcelona	19295	5426
cornella riera metro, barcelona	via julia metro, barcelona	19046	5934
cornella riera metro, barcelona	vilapicina metro, barcelona	18690	5890
cornella riera metro, barcelona	virrei amat metro, barcelona	17458	5361
cornella riera metro, barcelona	zona universitaria metro, barcelona	6684	2858
Diagonal, Barcelona, Spain	Drassanes metro, barcelona	3109	1328
Diagonal, Barcelona, Spain	el carmel metro, barcelona	5555	1618
Diagonal, Barcelona, Spain	el coll metro, barcelona	4836	1128
Diagonal, Barcelona, Spain	el maresme metro, barcelona	8348	2409
Diagonal, Barcelona, Spain	el prat estacio metro, barcelona	12205	3025
Diagonal, Barcelona, Spain	el putxet metro, barcelona	2191	577
Diagonal, Barcelona, Spain	encants metro, barcelona	5088	1761
Diagonal, Barcelona, Spain	entenca metro, barcelona	1723	1236
Diagonal, Barcelona, Spain	ernest lluch metro, barcelona	7654	2066
Diagonal, Barcelona, Spain	esglesia major metro, barcelona	12480	3775
Diagonal, Barcelona, Spain	espanya metro, barcelona	3780	1133
Diagonal, Barcelona, Spain	europa metro, barcelona	6966	1865
Diagonal, Barcelona, Spain	Fabra metro, barcelona	7993	2200
Diagonal, Barcelona, Spain	Fira metro, barcelona	7825	2500
Diagonal, Barcelona, Spain	Florida metro, barcelona	8516	2840
Diagonal, Barcelona, Spain	Fondo metro, barcelona	12547	3395
Diagonal, Barcelona, Spain	Fontana metro, barcelona	1127	489
Diagonal, Barcelona, Spain	Gavarra metro, barcelona	12910	3339
Diagonal, Barcelona, Spain	girona metro, barcelona	1476	1048
Diagonal, Barcelona, Spain	glories metro, barcelona	5492	1842
Diagonal, Barcelona, Spain	gorg metro, barcelona	4972	1295
Diagonal, Barcelona, Spain	gornal metro, barcelona	8063	2528
Diagonal, Barcelona, Spain	gracia metro, barcelona	580	204
Diagonal, Barcelona, Spain	guinardo metro, barcelona	7687	2197
Diagonal, Barcelona, Spain	horta metro, barcelona	7561	2028
Diagonal, Barcelona, Spain	hospital de bellvitge metro, barcelona	9462	2387
Diagonal, Barcelona, Spain	dos de maig metro, barcelona	6784	1685
Diagonal, Barcelona, Spain	hospital clinic metro, barcelona	1076	761
Diagonal, Barcelona, Spain	hostafrancs metro, barcelona	4373	1326
Diagonal, Barcelona, Spain	ildefons cerda metro, barcelona	6148	1742
Diagonal, Barcelona, Spain	Jaume I metro, barcelona	3672	1218
Diagonal, Barcelona, Spain	Joanic metro, barcelona	1664	1302
Diagonal, Barcelona, Spain	Bonanova metro, barcelona	2721	1111
Diagonal, Barcelona, Spain	La pau metro, barcelona	12204	2915
Diagonal, Barcelona, Spain	Sagrera metro, barcelona	7768	2359
Diagonal, Barcelona, Spain	La salut metro, barcelona	12327	3474
Diagonal, Barcelona, Spain	Les Corts metro, barcelona	3642	1079
Diagonal, Barcelona, Spain	Les moreres metro, barcelona	12646	2917
Diagonal, Barcelona, Spain	Les tres torres metro, barcelona	2945	1229
Diagonal, Barcelona, Spain	Lesseps metro, barcelona	1943	664
Diagonal, Barcelona, Spain	Liceu metro, barcelona	2459	1142
Diagonal, Barcelona, Spain	Llacuna metro, barcelona	6100	2117
Diagonal, Barcelona, Spain	llefia metro, barcelona	11612	3633
Diagonal, Barcelona, Spain	llucmajor metro, barcelona	8732	2309
Diagonal, Barcelona, Spain	Magoria metro, barcelona	5112	1568
Diagonal, Barcelona, Spain	Maragall metro, barcelona	8604	1832
Diagonal, Barcelona, Spain	Maria Cristina metro, barcelona	3195	784
Diagonal, Barcelona, Spain	Marina metro, barcelona	5580	2080
Diagonal, Barcelona, Spain	Mas blau metro, barcelona	15869	4216
Diagonal, Barcelona, Spain	Mercabarna metro, barcelona	13729	3989
Diagonal, Barcelona, Spain	Mercat Nou metro, barcelona	5548	1736
Diagonal, Barcelona, Spain	Moli Nou metro, barcelona	24833	5904
Diagonal, Barcelona, Spain	Montbau metro, barcelona	5863	1427
Diagonal, Barcelona, Spain	Monumental metro, barcelona	4056	1452
Diagonal, Barcelona, Spain	Mundet metro, barcelona	6402	1529
Diagonal, Barcelona, Spain	Muntaner metro, barcelona	1527	683
Diagonal, Barcelona, Spain	Navas metro, barcelona	7222	2276
Diagonal, Barcelona, Spain	Onza de Setembre metro, barcelona	8224	2586
Diagonal, Barcelona, Spain	Palau Reial metro, barcelona	4791	1175
Diagonal, Barcelona, Spain	Padua metro, barcelona	1542	480
Diagonal, Barcelona, Spain	Parallel metro, barcelona	4505	1688
Diagonal, Barcelona, Spain	Parc logistic metro, barcelona	10160	3465
Diagonal, Barcelona, Spain	Parc nou metro, barcelona	14590	3424
Diagonal, Barcelona, Spain	passeig de gracia metro, barcelona	2110	671
Diagonal, Barcelona, Spain	penitents metro, barcelona	4358	1266
Diagonal, Barcelona, Spain	pep ventura metro, barcelona	12879	3263
Diagonal, Barcelona, Spain	placa molina metro, barcelona	1093	362
Diagonal, Barcelona, Spain	placa de sants metro, barcelona	5134	1553
Diagonal, Barcelona, Spain	placa del centre metro, barcelona	3074	1223
Diagonal, Barcelona, Spain	poblenou metro, barcelona	6880	2290
Diagonal, Barcelona, Spain	poble sec metro, barcelona	3922	1705
