waypoint1	waypoint2	distance_m	duration_s
ciutat meridiana metro, barcelona	rambla just oliveres metro, barcelona	18830	4555
ciutat meridiana metro, barcelona	reina elisenda metro, barcelona	18131	3166
ciutat meridiana metro, barcelona	rocafort metro, barcelona	12889	3015
ciutat meridiana metro, barcelona	roquetes metro, barcelona	3900	1549
ciutat meridiana metro, barcelona	sagrada familia metro, barcelona	9048	1868
ciutat meridiana metro, barcelona	sant andreu metro, barcelona	5485	1039
ciutat meridiana metro, barcelona	sant antoni metro, barcelona	12550	2796
ciutat meridiana metro, barcelona	sant boi metro, barcelona	27533	6350
ciutat meridiana metro, barcelona	sant gervasi metro, barcelona	13902	3343
ciutat meridiana metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	22243	5462
ciutat meridiana metro, barcelona	sant josep metro, barcelona	18091	4267
ciutat meridiana metro, barcelona	sant marti metro, barcelona	12516	3363
ciutat meridiana metro, barcelona	sant roc metro, barcelona	15708	4225
ciutat meridiana metro, barcelona	santa coloma metro, barcelona	5906	2084
ciutat meridiana metro, barcelona	santa eulalia metro, barcelona	16010	3752
ciutat meridiana metro, barcelona	santa rosa metro, barcelona	6884	2572
ciutat meridiana metro, barcelona	sants estacio metro, barcelona	14931	3326
ciutat meridiana metro, barcelona	sarria metro, barcelona	17248	3059
ciutat meridiana metro, barcelona	selva de mar metro, barcelona	11740	3469
ciutat meridiana metro, barcelona	singuerlin metro, barcelona	7446	3564
ciutat meridiana metro, barcelona	tarragona metro, barcelona	13958	3455
ciutat meridiana metro, barcelona	tetuan metro, barcelona	9853	1897
ciutat meridiana metro, barcelona	torras i bages metro, barcelona	4402	1196
ciutat meridiana metro, barcelona	torrassa metro, barcelona	17316	4251
ciutat meridiana metro, barcelona	torre baro metro, barcelona	1629	482
ciutat meridiana metro, barcelona	trinitat nova metro, barcelona	3326	1163
ciutat meridiana metro, barcelona	trinitat vella metro, barcelona	4536	1634
ciutat meridiana metro, barcelona	universitat metro, barcelona	11881	2240
ciutat meridiana metro, barcelona	urgell metro, barcelona	12310	2539
ciutat meridiana metro, barcelona	urquinaona metro, barcelona	11090	2082
ciutat meridiana metro, barcelona	valldaura metro, barcelona	10372	2546
ciutat meridiana metro, barcelona	vall d'hebron metro, barcelona	17147	4443
ciutat meridiana metro, barcelona	verdaguer metro, barcelona	10592	2653
ciutat meridiana metro, barcelona	verneda metro, barcelona	14174	3622
ciutat meridiana metro, barcelona	via julia metro, barcelona	4018	1309
ciutat meridiana metro, barcelona	vilapicina metro, barcelona	6303	2185
ciutat meridiana metro, barcelona	virrei amat metro, barcelona	5715	1694
ciutat meridiana metro, barcelona	zona universitaria metro, barcelona	17558	3842
clot metro, barcelona	collblanc metro, barcelona	10113	2803
clot metro, barcelona	congres metro, barcelona	2267	978
clot metro, barcelona	cornella centre metro, barcelona	14383	3629
clot metro, barcelona	cornella riera metro, barcelona	14858	3923
clot metro, barcelona	Diagonal, Barcelona, Spain	6125	1664
clot metro, barcelona	Drassanes metro, barcelona	6064	1574
clot metro, barcelona	el carmel metro, barcelona	11489	2393
clot metro, barcelona	el coll metro, barcelona	12184	2483
clot metro, barcelona	el maresme metro, barcelona	3947	1739
clot metro, barcelona	el prat estacio metro, barcelona	14656	3783
clot metro, barcelona	el putxet metro, barcelona	7764	2345
clot metro, barcelona	encants metro, barcelona	487	366
clot metro, barcelona	entenca metro, barcelona	7572	2090
clot metro, barcelona	ernest lluch metro, barcelona	10610	3018
clot metro, barcelona	esglesia major metro, barcelona	6902	2012
clot metro, barcelona	espanya metro, barcelona	6234	1872
clot metro, barcelona	europa metro, barcelona	9417	2628
clot metro, barcelona	Fabra metro, barcelona	2711	840
clot metro, barcelona	Fira metro, barcelona	10276	3263
clot metro, barcelona	Florida metro, barcelona	11091	3470
clot metro, barcelona	Fondo metro, barcelona	6969	1632
clot metro, barcelona	Fontana metro, barcelona	6700	2257
clot metro, barcelona	Gavarra metro, barcelona	13616	3980
clot metro, barcelona	girona metro, barcelona	3169	891
clot metro, barcelona	glories metro, barcelona	1001	792
clot metro, barcelona	gorg metro, barcelona	10639	3271
clot metro, barcelona	gornal metro, barcelona	10514	3301
clot metro, barcelona	gracia metro, barcelona	6153	1972
clot metro, barcelona	guinardo metro, barcelona	1490	1265
clot metro, barcelona	horta metro, barcelona	8520	2100
clot metro, barcelona	hospital de bellvitge metro, barcelona	11913	3235
clot metro, barcelona	dos de maig metro, barcelona	1278	1017
clot metro, barcelona	hospital clinic metro, barcelona	6280	1595
clot metro, barcelona	hostafrancs metro, barcelona	6664	2325
clot metro, barcelona	ildefons cerda metro, barcelona	8599	2473
clot metro, barcelona	Jaume I metro, barcelona	4788	1529
clot metro, barcelona	Joanic metro, barcelona	6807	1952
clot metro, barcelona	Bonanova metro, barcelona	7919	1825
clot metro, barcelona	La pau metro, barcelona	3339	1467
clot metro, barcelona	Sagrera metro, barcelona	1504	480
clot metro, barcelona	La salut metro, barcelona	7334	2084
clot metro, barcelona	Les Corts metro, barcelona	8241	2282
clot metro, barcelona	Les moreres metro, barcelona	15097	3660
clot metro, barcelona	Les tres torres metro, barcelona	8242	1933
clot metro, barcelona	Lesseps metro, barcelona	8010	2448
clot metro, barcelona	Liceu metro, barcelona	5414	1349
clot metro, barcelona	Llacuna metro, barcelona	1823	1386
clot metro, barcelona	llefia metro, barcelona	6421	1877
clot metro, barcelona	llucmajor metro, barcelona	6269	2099
clot metro, barcelona	Magoria metro, barcelona	7563	2266
clot metro, barcelona	Maragall metro, barcelona	1785	1433
clot metro, barcelona	Maria Cristina metro, barcelona	8872	2486
clot metro, barcelona	Marina metro, barcelona	2417	938
clot metro, barcelona	Mas blau metro, barcelona	18320	4734
clot metro, barcelona	Mercabarna metro, barcelona	16217	5150
clot metro, barcelona	Mercat Nou metro, barcelona	8673	2616
clot metro, barcelona	Moli Nou metro, barcelona	24947	6203
clot metro, barcelona	Montbau metro, barcelona	11981	3220
clot metro, barcelona	Monumental metro, barcelona	1718	571
clot metro, barcelona	Mundet metro, barcelona	9761	2609
clot metro, barcelona	Muntaner metro, barcelona	7302	1726
clot metro, barcelona	Navas metro, barcelona	657	495
clot metro, barcelona	Onza de Setembre metro, barcelona	2647	823
clot metro, barcelona	Palau Reial metro, barcelona	9820	2637
clot metro, barcelona	Padua metro, barcelona	7115	2248
clot metro, barcelona	Parallel metro, barcelona	6615	1793
clot metro, barcelona	Parc logistic metro, barcelona	12648	4626
clot metro, barcelona	Parc nou metro, barcelona	17041	4006
clot metro, barcelona	passeig de gracia metro, barcelona	3572	835
clot metro, barcelona	penitents metro, barcelona	10725	3065
clot metro, barcelona	pep ventura metro, barcelona	9595	2441
clot metro, barcelona	placa molina metro, barcelona	6666	2130
clot metro, barcelona	placa de sants metro, barcelona	9182	2728
clot metro, barcelona	placa del centre metro, barcelona	8181	2143
clot metro, barcelona	poblenou metro, barcelona	1902	1433
clot metro, barcelona	poble sec metro, barcelona	6032	1810
clot metro, barcelona	provenca metro, barcelona	5627	1515
clot metro, barcelona	pubilla cases metro, barcelona	11433	3541
clot metro, barcelona	rambla just oliveres metro, barcelona	11606	3349
clot metro, barcelona	reina elisenda metro, barcelona	10907	1960
clot metro, barcelona	rocafort metro, barcelona	5665	1809
clot metro, barcelona	roquetes metro, barcelona	6880	3018
clot metro, barcelona	sagrada familia metro, barcelona	1614	497
clot metro, barcelona	sant andreu metro, barcelona	2711	840
clot metro, barcelona	sant antoni metro, barcelona	5325	1590
clot metro, barcelona	sant boi metro, barcelona	20309	5144
clot metro, barcelona	sant gervasi metro, barcelona	6677	2137
clot metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	16146	4112
clot metro, barcelona	sant josep metro, barcelona	10867	3061
clot metro, barcelona	sant marti metro, barcelona	1580	1142
clot metro, barcelona	sant roc metro, barcelona	5829	2259
clot metro, barcelona	santa coloma metro, barcelona	6028	1410
clot metro, barcelona	santa eulalia metro, barcelona	8786	2546
clot metro, barcelona	santa rosa metro, barcelona	7007	1898
clot metro, barcelona	sants estacio metro, barcelona	7706	2120
clot metro, barcelona	sarria metro, barcelona	10024	1853
clot metro, barcelona	selva de mar metro, barcelona	3130	1488
clot metro, barcelona	singuerlin metro, barcelona	7568	2890
clot metro, barcelona	tarragona metro, barcelona	6734	2249
clot metro, barcelona	tetuan metro, barcelona	2628	691
clot metro, barcelona	torras i bages metro, barcelona	4169	1009
clot metro, barcelona	torrassa metro, barcelona	10092	3045
clot metro, barcelona	torre baro metro, barcelona	8952	1964
clot metro, barcelona	trinitat nova metro, barcelona	6513	2033
clot metro, barcelona	trinitat vella metro, barcelona	5107	1415
clot metro, barcelona	universitat metro, barcelona	4657	1034
clot metro, barcelona	urgell metro, barcelona	5086	1333
clot metro, barcelona	urquinaona metro, barcelona	3866	876
clot metro, barcelona	valldaura metro, barcelona	9968	2540
clot metro, barcelona	vall d'hebron metro, barcelona	11278	3093
clot metro, barcelona	verdaguer metro, barcelona	2747	1113
clot metro, barcelona	verneda metro, barcelona	4295	1656
clot metro, barcelona	via julia metro, barcelona	7147	2426
clot metro, barcelona	vilapicina metro, barcelona	8544	2382
clot metro, barcelona	virrei amat metro, barcelona	3348	1372
clot metro, barcelona	zona universitaria metro, barcelona	10334	2636
collblanc metro, barcelona	congres metro, barcelona	11548	3419
collblanc metro, barcelona	cornella centre metro, barcelona	6389	1250
collblanc metro, barcelona	cornella riera metro, barcelona	6864	1544
collblanc metro, barcelona	Diagonal, Barcelona, Spain	3919	1381
collblanc metro, barcelona	Drassanes metro, barcelona	6076	2186
collblanc metro, barcelona	el carmel metro, barcelona	15534	3393
collblanc metro, barcelona	el coll metro, barcelona	16229	3483
collblanc metro, barcelona	el maresme metro, barcelona	10857	3514
collblanc metro, barcelona	el prat estacio metro, barcelona	10734	2852
collblanc metro, barcelona	el putxet metro, barcelona	5210	2688
collblanc metro, barcelona	encants metro, barcelona	9150	2740
collblanc metro, barcelona	entenca metro, barcelona	2996	947
collblanc metro, barcelona	ernest lluch metro, barcelona	1130	381
collblanc metro, barcelona	esglesia major metro, barcelona	16337	4691
collblanc metro, barcelona	espanya metro, barcelona	2510	883
collblanc metro, barcelona	europa metro, barcelona	5495	1710
collblanc metro, barcelona	Fabra metro, barcelona	11992	3281
collblanc metro, barcelona	Fira metro, barcelona	6354	2345
collblanc metro, barcelona	Florida metro, barcelona	1779	892
collblanc metro, barcelona	Fondo metro, barcelona	16269	4474
collblanc metro, barcelona	Fontana metro, barcelona	7602	2318
collblanc metro, barcelona	Gavarra metro, barcelona	6386	1564
collblanc metro, barcelona	girona metro, barcelona	7152	2215
collblanc metro, barcelona	glories metro, barcelona	8005	2310
collblanc metro, barcelona	gorg metro, barcelona	955	744
collblanc metro, barcelona	gornal metro, barcelona	2885	2101
collblanc metro, barcelona	gracia metro, barcelona	7429	2748
collblanc metro, barcelona	guinardo metro, barcelona	9934	3243
collblanc metro, barcelona	horta metro, barcelona	12565	3100
collblanc metro, barcelona	hospital de bellvitge metro, barcelona	7992	2232
collblanc metro, barcelona	dos de maig metro, barcelona	9030	2731
collblanc metro, barcelona	hospital clinic metro, barcelona	3374	1042
collblanc metro, barcelona	hostafrancs metro, barcelona	2357	841
collblanc metro, barcelona	ildefons cerda metro, barcelona	4677	1587
collblanc metro, barcelona	Jaume I metro, barcelona	6635	2258
collblanc metro, barcelona	Joanic metro, barcelona	8160	2952
collblanc metro, barcelona	Bonanova metro, barcelona	5319	2141
collblanc metro, barcelona	La pau metro, barcelona	10995	3227
collblanc metro, barcelona	Sagrera metro, barcelona	10786	2921
collblanc metro, barcelona	La salut metro, barcelona	14990	3844
collblanc metro, barcelona	Les Corts metro, barcelona	1798	693
collblanc metro, barcelona	Les moreres metro, barcelona	11175	2762
collblanc metro, barcelona	Les tres torres metro, barcelona	5642	2249
collblanc metro, barcelona	Lesseps metro, barcelona	8079	2392
collblanc metro, barcelona	Liceu metro, barcelona	6537	2220
collblanc metro, barcelona	Llacuna metro, barcelona	11862	3311
collblanc metro, barcelona	llefia metro, barcelona	14077	3637
collblanc metro, barcelona	llucmajor metro, barcelona	12459	4299
collblanc metro, barcelona	Magoria metro, barcelona	3642	1371
collblanc metro, barcelona	Maragall metro, barcelona	10851	2878
collblanc metro, barcelona	Maria Cristina metro, barcelona	1845	1422
collblanc metro, barcelona	Marina metro, barcelona	8543	2600
collblanc metro, barcelona	Mas blau metro, barcelona	14398	4061
collblanc metro, barcelona	Mercabarna metro, barcelona	12080	3894
collblanc metro, barcelona	Mercat Nou metro, barcelona	1525	677
collblanc metro, barcelona	Moli Nou metro, barcelona	15214	4526
collblanc metro, barcelona	Montbau metro, barcelona	12050	3164
collblanc metro, barcelona	Monumental metro, barcelona	7828	2345
collblanc metro, barcelona	Mundet metro, barcelona	12589	3266
collblanc metro, barcelona	Muntaner metro, barcelona	4701	2042
collblanc metro, barcelona	Navas metro, barcelona	10185	2796
collblanc metro, barcelona	Onza de Setembre metro, barcelona	12301	3815
collblanc metro, barcelona	Palau Reial metro, barcelona	1412	1132
collblanc metro, barcelona	Padua metro, barcelona	5182	2590
collblanc metro, barcelona	Parallel metro, barcelona	5498	2055
collblanc metro, barcelona	Parc logistic metro, barcelona	8511	3370
collblanc metro, barcelona	Parc nou metro, barcelona	13119	3269
collblanc metro, barcelona	passeig de gracia metro, barcelona	6340	1896
collblanc metro, barcelona	penitents metro, barcelona	10794	3009
collblanc metro, barcelona	pep ventura metro, barcelona	14631	4368
collblanc metro, barcelona	placa molina metro, barcelona	5021	2564
collblanc metro, barcelona	placa de sants metro, barcelona	1751	675
collblanc metro, barcelona	placa del centre metro, barcelona	1680	431
collblanc metro, barcelona	poblenou metro, barcelona	12460	3418
collblanc metro, barcelona	poble sec metro, barcelona	3923	1572
collblanc metro, barcelona	provenca metro, barcelona	4183	1396
collblanc metro, barcelona	pubilla cases metro, barcelona	2319	1036
collblanc metro, barcelona	rambla just oliveres metro, barcelona	3832	1690
collblanc metro, barcelona	reina elisenda metro, barcelona	8306	2276
collblanc metro, barcelona	rocafort metro, barcelona	3302	1128
collblanc metro, barcelona	roquetes metro, barcelona	15566	4564
collblanc metro, barcelona	sagrada familia metro, barcelona	9018	2900
collblanc metro, barcelona	sant andreu metro, barcelona	11992	3281
collblanc metro, barcelona	sant antoni metro, barcelona	4391	1722
collblanc metro, barcelona	sant boi metro, barcelona	10577	2580
collblanc metro, barcelona	sant gervasi metro, barcelona	4986	2530
collblanc metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	5624	1555
collblanc metro, barcelona	sant josep metro, barcelona	4204	1742
collblanc metro, barcelona	sant marti metro, barcelona	10294	3157
collblanc metro, barcelona	sant roc metro, barcelona	13485	4019
collblanc metro, barcelona	santa coloma metro, barcelona	15400	4211
collblanc metro, barcelona	santa eulalia metro, barcelona	1433	958
collblanc metro, barcelona	santa rosa metro, barcelona	15176	4379
collblanc metro, barcelona	sants estacio metro, barcelona	2484	670
collblanc metro, barcelona	sarria metro, barcelona	7423	2169
collblanc metro, barcelona	selva de mar metro, barcelona	10040	3263
collblanc metro, barcelona	singuerlin metro, barcelona	16903	4558
collblanc metro, barcelona	tarragona metro, barcelona	2747	1154
collblanc metro, barcelona	tetuan metro, barcelona	7116	2072
collblanc metro, barcelona	torras i bages metro, barcelona	13572	3441
collblanc metro, barcelona	torrassa metro, barcelona	1288	637
collblanc metro, barcelona	torre baro metro, barcelona	18233	4405
collblanc metro, barcelona	trinitat nova metro, barcelona	15794	4474
collblanc metro, barcelona	trinitat vella metro, barcelona	14665	4004
collblanc metro, barcelona	universitat metro, barcelona	5040	1533
collblanc metro, barcelona	urgell metro, barcelona	3815	1307
collblanc metro, barcelona	urquinaona metro, barcelona	6285	1919
collblanc metro, barcelona	valldaura metro, barcelona	13615	3542
collblanc metro, barcelona	vall d'hebron metro, barcelona	11347	3037
collblanc metro, barcelona	verdaguer metro, barcelona	7412	2447
collblanc metro, barcelona	verneda metro, barcelona	11952	3416
collblanc metro, barcelona	via julia metro, barcelona	13337	4626
collblanc metro, barcelona	vilapicina metro, barcelona	12589	3382
collblanc metro, barcelona	virrei amat metro, barcelona	12629	3813
collblanc metro, barcelona	zona universitaria metro, barcelona	1381	1115
congres metro, barcelona	cornella centre metro, barcelona	16031	4217
congres metro, barcelona	cornella riera metro, barcelona	16506	4511
congres metro, barcelona	Diagonal, Barcelona, Spain	8706	2188
congres metro, barcelona	Drassanes metro, barcelona	7499	2511
congres metro, barcelona	el carmel metro, barcelona	5235	793
congres metro, barcelona	el coll metro, barcelona	5930	883
congres metro, barcelona	el maresme metro, barcelona	6981	3102
congres metro, barcelona	el prat estacio metro, barcelona	16304	4371
congres metro, barcelona	el putxet metro, barcelona	8255	2673
congres metro, barcelona	encants metro, barcelona	2733	988
congres metro, barcelona	entenca metro, barcelona	9220	2678
congres metro, barcelona	ernest lluch metro, barcelona	12258	3606
congres metro, barcelona	esglesia major metro, barcelona	5899	2862
congres metro, barcelona	espanya metro, barcelona	7885	2213
congres metro, barcelona	europa metro, barcelona	11065	3216
congres metro, barcelona	Fabra metro, barcelona	918	681
congres metro, barcelona	Fira metro, barcelona	11852	3608
congres metro, barcelona	Florida metro, barcelona	12739	4058
congres metro, barcelona	Fondo metro, barcelona	5967	2482
congres metro, barcelona	Fontana metro, barcelona	9277	2140
congres metro, barcelona	Gavarra metro, barcelona	15264	4568
congres metro, barcelona	girona metro, barcelona	4484	1457
congres metro, barcelona	glories metro, barcelona	3033	1370
congres metro, barcelona	gorg metro, barcelona	12559	3606
congres metro, barcelona	gornal metro, barcelona	12162	3889
congres metro, barcelona	gracia metro, barcelona	9272	2255
congres metro, barcelona	guinardo metro, barcelona	2089	1020
congres metro, barcelona	horta metro, barcelona	2265	500
congres metro, barcelona	hospital de bellvitge metro, barcelona	13561	3823
congres metro, barcelona	dos de maig metro, barcelona	2271	876
congres metro, barcelona	hospital clinic metro, barcelona	7928	2183
congres metro, barcelona	hostafrancs metro, barcelona	8447	2638
congres metro, barcelona	ildefons cerda metro, barcelona	10257	3153
congres metro, barcelona	Jaume I metro, barcelona	6325	2100
congres metro, barcelona	Joanic metro, barcelona	3335	1002
congres metro, barcelona	Bonanova metro, barcelona	9567	2413
congres metro, barcelona	La pau metro, barcelona	2556	1855
congres metro, barcelona	Sagrera metro, barcelona	600	411
congres metro, barcelona	La salut metro, barcelona	11636	3432
congres metro, barcelona	Les Corts metro, barcelona	9889	2870
congres metro, barcelona	Les moreres metro, barcelona	16745	4248
congres metro, barcelona	Les tres torres metro, barcelona	9890	2521
congres metro, barcelona	Lesseps metro, barcelona	9544	2188
congres metro, barcelona	Liceu metro, barcelona	6848	2286
congres metro, barcelona	Llacuna metro, barcelona	7617	2810
congres metro, barcelona	llefia metro, barcelona	10723	3225
congres metro, barcelona	llucmajor metro, barcelona	2232	943
congres metro, barcelona	Magoria metro, barcelona	9215	2563
congres metro, barcelona	Maragall metro, barcelona	551	278
congres metro, barcelona	Maria Cristina metro, barcelona	10520	3074
congres metro, barcelona	Marina metro, barcelona	4065	1526
congres metro, barcelona	Mas blau metro, barcelona	19968	5322
congres metro, barcelona	Mercabarna metro, barcelona	17653	4887
congres metro, barcelona	Mercat Nou metro, barcelona	10049	3207
congres metro, barcelona	Moli Nou metro, barcelona	26595	6791
congres metro, barcelona	Montbau metro, barcelona	3997	1391
congres metro, barcelona	Monumental metro, barcelona	3577	1324
congres metro, barcelona	Mundet metro, barcelona	3507	1009
congres metro, barcelona	Muntaner metro, barcelona	8950	2314
congres metro, barcelona	Navas metro, barcelona	1368	628
congres metro, barcelona	Onza de Setembre metro, barcelona	1676	1225
congres metro, barcelona	Palau Reial metro, barcelona	11468	3225
congres metro, barcelona	Padua metro, barcelona	4679	2409
congres metro, barcelona	Parallel metro, barcelona	8940	2523
congres metro, barcelona	Parc logistic metro, barcelona	14084	4363
congres metro, barcelona	Parc nou metro, barcelona	18689	4594
congres metro, barcelona	passeig de gracia metro, barcelona	5385	1604
congres metro, barcelona	penitents metro, barcelona	12259	2805
congres metro, barcelona	pep ventura metro, barcelona	14396	3956
congres metro, barcelona	placa molina metro, barcelona	9550	2497
congres metro, barcelona	placa de sants metro, barcelona	9074	3243
congres metro, barcelona	placa del centre metro, barcelona	9829	2731
congres metro, barcelona	poblenou metro, barcelona	8398	2983
congres metro, barcelona	poble sec metro, barcelona	8357	2540
congres metro, barcelona	provenca metro, barcelona	8589	2200
congres metro, barcelona	pubilla cases metro, barcelona	13081	4129
congres metro, barcelona	rambla just oliveres metro, barcelona	13254	3937
congres metro, barcelona	reina elisenda metro, barcelona	12555	2548
congres metro, barcelona	rocafort metro, barcelona	7316	2101
congres metro, barcelona	roquetes metro, barcelona	3869	1771
congres metro, barcelona	sagrada familia metro, barcelona	3049	921
congres metro, barcelona	sant andreu metro, barcelona	918	681
congres metro, barcelona	sant antoni metro, barcelona	7649	2320
congres metro, barcelona	sant boi metro, barcelona	21957	5732
congres metro, barcelona	sant gervasi metro, barcelona	9791	2529
congres metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	16667	4844
congres metro, barcelona	sant josep metro, barcelona	12515	3649
congres metro, barcelona	sant marti metro, barcelona	2177	1546
congres metro, barcelona	sant roc metro, barcelona	10132	3607
congres metro, barcelona	santa coloma metro, barcelona	5026	2260
congres metro, barcelona	santa eulalia metro, barcelona	10434	3134
congres metro, barcelona	santa rosa metro, barcelona	6004	2748
congres metro, barcelona	sants estacio metro, barcelona	9354	2708
congres metro, barcelona	sarria metro, barcelona	11672	2441
congres metro, barcelona	selva de mar metro, barcelona	6164	2851
congres metro, barcelona	singuerlin metro, barcelona	6566	3740
congres metro, barcelona	tarragona metro, barcelona	8385	2590
congres metro, barcelona	tetuan metro, barcelona	4308	1286
congres metro, barcelona	torras i bages metro, barcelona	3167	907
congres metro, barcelona	torrassa metro, barcelona	11740	3633
congres metro, barcelona	torre baro metro, barcelona	7829	1871
congres metro, barcelona	trinitat nova metro, barcelona	3826	1666
congres metro, barcelona	trinitat vella metro, barcelona	4260	1470
congres metro, barcelona	universitat metro, barcelona	6369	1796
congres metro, barcelona	urgell metro, barcelona	6802	1921
congres metro, barcelona	urquinaona metro, barcelona	5500	1532
congres metro, barcelona	valldaura metro, barcelona	3713	940
congres metro, barcelona	vall d'hebron metro, barcelona	7226	1846
congres metro, barcelona	verdaguer metro, barcelona	3462	1151
congres metro, barcelona	verneda metro, barcelona	8598	3004
congres metro, barcelona	via julia metro, barcelona	3110	1270
congres metro, barcelona	vilapicina metro, barcelona	2290	782
congres metro, barcelona	virrei amat metro, barcelona	1416	785
congres metro, barcelona	zona universitaria metro, barcelona	11982	3224
cornella centre metro, barcelona	cornella riera metro, barcelona	766	532
cornella centre metro, barcelona	Diagonal, Barcelona, Spain	9749	3637
cornella centre metro, barcelona	Drassanes metro, barcelona	13146	2805
cornella centre metro, barcelona	el carmel metro, barcelona	21364	4965
cornella centre metro, barcelona	el coll metro, barcelona	22059	5055
cornella centre metro, barcelona	el maresme metro, barcelona	18131	5086
cornella centre metro, barcelona	el prat estacio metro, barcelona	11128	3365
cornella centre metro, barcelona	el putxet metro, barcelona	10593	3744
cornella centre metro, barcelona	encants metro, barcelona	14328	4438
cornella centre metro, barcelona	entenca metro, barcelona	8826	3203
cornella centre metro, barcelona	ernest lluch metro, barcelona	5380	1309
cornella centre metro, barcelona	esglesia major metro, barcelona	27083	6263
cornella centre metro, barcelona	espanya metro, barcelona	8340	2242
cornella centre metro, barcelona	europa metro, barcelona	9204	2398
cornella centre metro, barcelona	Fabra metro, barcelona	17249	4877
cornella centre metro, barcelona	Fira metro, barcelona	9879	2886
cornella centre metro, barcelona	Florida metro, barcelona	6079	2054
cornella centre metro, barcelona	Fondo metro, barcelona	21787	6072
cornella centre metro, barcelona	Fontana metro, barcelona	13432	3890
cornella centre metro, barcelona	Gavarra metro, barcelona	912	745
cornella centre metro, barcelona	girona metro, barcelona	12489	3607
cornella centre metro, barcelona	glories metro, barcelona	13835	3882
cornella centre metro, barcelona	gorg metro, barcelona	6443	1945
cornella centre metro, barcelona	gornal metro, barcelona	9256	2737
cornella centre metro, barcelona	gracia metro, barcelona	13269	4403
cornella centre metro, barcelona	guinardo metro, barcelona	15695	5214
cornella centre metro, barcelona	horta metro, barcelona	19662	5731
cornella centre metro, barcelona	hospital de bellvitge metro, barcelona	6781	2026
cornella centre metro, barcelona	dos de maig metro, barcelona	14792	4649
cornella centre metro, barcelona	hospital clinic metro, barcelona	10069	3218
cornella centre metro, barcelona	hostafrancs metro, barcelona	8188	2239
cornella centre metro, barcelona	ildefons cerda metro, barcelona	10507	3018
cornella centre metro, barcelona	Jaume I metro, barcelona	11882	3966
cornella centre metro, barcelona	Joanic metro, barcelona	13995	4383
cornella centre metro, barcelona	Bonanova metro, barcelona	13732	4256
cornella centre metro, barcelona	La pau metro, barcelona	19032	5553
cornella centre metro, barcelona	Sagrera metro, barcelona	16561	4994
cornella centre metro, barcelona	La salut metro, barcelona	20820	6475
cornella centre metro, barcelona	Les Corts metro, barcelona	7628	2808
cornella centre metro, barcelona	Les moreres metro, barcelona	18335	3645
cornella centre metro, barcelona	Les tres torres metro, barcelona	14055	4364
cornella centre metro, barcelona	Lesseps metro, barcelona	13821	5032
cornella centre metro, barcelona	Liceu metro, barcelona	11260	3531
cornella centre metro, barcelona	Llacuna metro, barcelona	15340	4653
cornella centre metro, barcelona	llefia metro, barcelona	19907	6268
cornella centre metro, barcelona	llucmajor metro, barcelona	18294	5730
cornella centre metro, barcelona	Magoria metro, barcelona	9472	2844
cornella centre metro, barcelona	Maragall metro, barcelona	16630	5139
cornella centre metro, barcelona	Maria Cristina metro, barcelona	7531	2700
cornella centre metro, barcelona	Marina metro, barcelona	14184	4489
cornella centre metro, barcelona	Mas blau metro, barcelona	16932	3866
cornella centre metro, barcelona	Mercabarna metro, barcelona	17910	5325
cornella centre metro, barcelona	Mercat Nou metro, barcelona	7356	2075
cornella centre metro, barcelona	Moli Nou metro, barcelona	10950	2872
cornella centre metro, barcelona	Montbau metro, barcelona	17741	5795
cornella centre metro, barcelona	Monumental metro, barcelona	13296	3988
cornella centre metro, barcelona	Mundet metro, barcelona	18280	5897
cornella centre metro, barcelona	Muntaner metro, barcelona	13115	4157
cornella centre metro, barcelona	Navas metro, barcelona	16015	4911
cornella centre metro, barcelona	Onza de Setembre metro, barcelona	17464	5122
cornella centre metro, barcelona	Palau Reial metro, barcelona	6904	2588
cornella centre metro, barcelona	Padua metro, barcelona	13138	4743
cornella centre metro, barcelona	Parallel metro, barcelona	12689	4224
cornella centre metro, barcelona	Parc logistic metro, barcelona	10129	3930
cornella centre metro, barcelona	Parc nou metro, barcelona	16410	3236
cornella centre metro, barcelona	passeig de gracia metro, barcelona	11367	3330
cornella centre metro, barcelona	penitents metro, barcelona	16485	5640
cornella centre metro, barcelona	pep ventura metro, barcelona	22119	5799
cornella centre metro, barcelona	placa molina metro, barcelona	13782	4561
cornella centre metro, barcelona	placa de sants metro, barcelona	7582	2073
cornella centre metro, barcelona	placa del centre metro, barcelona	7510	2546
cornella centre metro, barcelona	poblenou metro, barcelona	16120	4826
cornella centre metro, barcelona	poble sec metro, barcelona	9753	2970
cornella centre metro, barcelona	provenca metro, barcelona	10013	3511
cornella centre metro, barcelona	pubilla cases metro, barcelona	5229	1420
cornella centre metro, barcelona	rambla just oliveres metro, barcelona	5101	1691
cornella centre metro, barcelona	reina elisenda metro, barcelona	16720	4391
cornella centre metro, barcelona	rocafort metro, barcelona	9132	2526
cornella centre metro, barcelona	roquetes metro, barcelona	19931	6558
cornella centre metro, barcelona	sagrada familia metro, barcelona	14248	4264
